陆军（步兵）
防空兵群阵地
有电磁防护器材的阵地
区域线
地空导弹连阵地
地空导弹营火力范围
地空导弹技术阵地
基本雷达阵地
带防护工程的雷达阵地
船载防空兵阵位
船载炮兵阵位
防化兵部(分) 队
喷火分队
发烟分队
核生化损伤抢救分队
防化集束火箭分队
核观测站
核生化监测哨
沾染检查哨
核爆探测站
核突击安全线
短波无线电通信干扰站
地面风矢标
一级地面风矢标
高空风矢标
战役突击方向
联合火力打击方向
精确火力打击方向
进攻方向
作战行动
折线进攻方向
运输机和船坞登陆舰联合兵力投送
联合护航
联合搜救
直升机搜救
联合战场遮断区
炮火遮断区
联合空中遮断区
联合直升机火力遮断区
联合兵力封锁区
兵力封锁区
联合火力封锁区
火力封锁区
禁航区
禁飞区
慑阻区
封控区
海上布雷区
联合破障区
破障区
打击目标
精确火力打击目标
消灭
重创
击伤
夺控
破袭
袭扰
集合点
作战分界线
封控线
实兵警戒线
车辆巡逻线
摩托车巡逻线
当前任务线
后续任务线
测向范围
电子对抗兵群阵地
电子进攻行动
电子侦察行动
电子干扰机干扰行动
反辐射攻击
电磁干扰压制区
电磁环境保护区
电子干扰压制目标
反辐射攻击目标
电力网攻击目标
网络攻击行动
网络侦察行动
网络防护行动
网络攻击目标部分控制
网络攻击目标全部控制
网络攻击目标部分摧毁
网络攻击目标全部摧毁
无源干扰走廊
无源干扰区
核武器爆炸点
核武器地面爆炸点
核武器地下爆炸点
核武器空中爆炸威力圈
核武器地面(水面)爆炸威力圈
核武器地下爆炸威力圈
地面放射性沾染伤害区
初生(再生)毒剂云团区
染毒(沾染、污染)地域
染毒(沾染、污染)地段
烟幕遮蔽地域
烟幕遮蔽地段标
燃烧武器突击区
穿插部(分)队
先遣部(分)队
掩护部(分)队
袭击部(分)队分
进攻(运动)
直瞄打击炮队
强击群
反坦克队
机动自主打击炮队
游动炮队
工程破障队
工程设障队
运动保障队
机降分队
直升机火力袭击分队
直升机侦查分队
部队展开地区
直瞄打击炮队展开地区
步兵战车支撑点
装甲运输车与坦克支撑点
反坦克阵地
歼击地区
伏击地区
反空降地域
反机降地域
炮兵连阵地
榴弹炮炮兵连阵地
反坦克导弹连阵地
炮兵连临时阵地
炮兵连预备阵
炮兵营阵地
炮兵营成一线配置的阵地
炮兵群阵地
混合炮兵群阵地
炮兵技术阵地
直升机海上保障平台
直升机保障点
突击
步兵疏开队形
步兵战车疏开队形
装甲输送车配属坦克疏开队形
坦克营疏开
步兵进攻队形
坦克进攻队形
步兵战车与坦克进攻队形
坦克引导步兵冲击的进攻队形
步兵战车和坦克以火力支援步兵冲击的进攻队形
穿插行动
袭击行动
战术迂回行动
进攻(冲击)受阻
由防御转为进攻
进攻受挫撤至有利地形准备继续进攻
进攻受挫撤至有利地形暂取守势
由进攻转入防御
由占领地段(线)撤退
由占领地域撤退
退守后续防御阵地
阵前出击
退守坑道
依托坑道反击
伏击
坦克伏击
直升机伏击
潜伏
连续(轮番)攻击
营救
人质
伏击捕俘
袭击捕俘
拦阻射击
多道拦阻射击
高射炮拦阻射击
高射炮多道拦阻射击
火力慑阻
集中射击
密集射击
破坏射击
直接瞄准射击
特种弹射击
迷盲射击
炮火禁射区
炮兵自主射击区
射击地带和补加射击地带
射击(观察)地境和补加射击(观察)地境
直升机行动区域
直升机机降地域
直升机起降场
直升机攻击阵位
直升机行动点
直升机机降点
直升机起降点
直升机空投
预备役兵员收拢集结点
驱散闹事人群
防暴弹突击目标
海军基地
海军保障基地
潜艇基地
导弹艇洞库
船坞式导弹艇洞库
滑道式导弹艇洞库
潜艇洞库
舰艇停泊点
导弹艇海上待机点
舰艇补给点
潜艇阵地
弹道导弹核潜艇发射区
驻泊在基地、港湾的舰艇
雷弹技术阵地
鱼雷技术阵地
水雷技术阵地
海上石油钻井平台
舰艇编队
海上舰艇阵位
海上会合点
导弹艇导弹攻击
驱逐舰对敌海军歼击机实施导弹攻击
潜艇飞航导弹攻击
驱逐舰舰炮攻击
猎潜艇攻潜
潜艇鱼雷攻
海军反潜机攻击
海军反潜直升机攻击
海军攻击直升机导弹攻击
岸舰导弹攻击
机动岸舰导弹攻击
海上合同攻击
布雷舰布雷
扫雷舰扫雷
海军反潜机搜索
海军反潜直升机搜索
护卫舰临检拿捕
护卫舰单纯拦截
护卫舰拦截登临
护卫艇巡逻线
发现水下状态的敌潜艇海域
敌潜艇消失海域
潜艇水面航行状态
潜艇通气管航行状态
潜艇水下航行状态
登陆地段和登陆点
登陆场范围线
上船点
运输船换乘区
四级机场
三级机场
二级机场
一级机场
机场群
洞库机场
野战机场
水上机场
正在修建(拟修建)机场
转为军用的民用机场
迫降场
公路飞机跑道
飞机疏散点
飞机疏散区
飞机掩蔽库
飞机洞库
无人机起降场
飞艇起降场
动力三角翼起降场
无人机控制站
飞艇场站
空情站
空中机群
歼击机空中编队
航空兵突击目标
外层抗击(截击)区临界线
中层抗击(会攻)区临界线
内层阻歼(阻歼掩护)区临界线
截击线(下令一等线)
禁飞控制线分
空中巡逻
侦察机空中巡逻航线
空中封锁
空中直接支援地(海)面战斗
空中走廊(航空兵通过地段)
轰炸安全线
航空兵武器投射线
空战
超视距空战
空中加油
预警指挥机活动区域
航空侦察
航空侦察地段
空投场
直升机空投场
空中集合点(区域)
空中解散点(区域)
陆基弹道式近程常规导弹部队配置地域
弹道式近程常规导弹部队待机地域
导弹发射阵地
导弹发射场坪
导弹训练场坪
导弹发射井
导弹训练井
地下导弹中心库
地下核导弹弹体库
地下核导弹弹头库
地下核导弹待机库
地下核导弹技术阵地
地下常规弹道导弹技术阵地
地下巡航导弹技术阵地
地下核常兼备导弹技术阵地
近程常规导弹转载阵地
弹道测量站
导弹遥测站
监控站
核导弹突击目标
常规导弹单个突击目标
常规导弹集群突击目标
常规导弹密集突击目标
常规导弹轻度毁伤目标
常规导弹中度毁伤目标
常规导弹重度毁伤目标
常规导弹袭扰目标
导弹飞行走廊
导弹火力圈
航天搜救分队
导弹航天试验基地
测控基地
对天武器阵地
航天发射阵位
航天发射阵地
航天测控站
天基信息地面站
航天侦查固定地面处理设施
航天指挥控制中心
运载火箭航天发射
航天发射航区
卫星组网
卫星星下点轨迹
卫星测控弧段
卫星覆盖范围
空间对地干扰目标
空间对地摧毁目标
干扰空间目标
航天搜救区域
航天发射落区
后方保障部(分)队、群
后勤保障部(分)队、群
装备保障部(分)队、群
军需保障队
修理所
后方保障基地
后勤基地
装备保障基地
装备试验基地
器材供应基地
弹药保障基地
电子装备试验基
弹药保障组
医疗救护组
军需保障组
军械保障组
兵站
仓库
工厂
军需库
修理厂
医院
地方医院
救护所
集中点
装备、物资征用(集)区
保障区分界线
倒运地域
装载地域
卸载地域
定点保障
交替保障
伴随保障
补给方向
心理战部(分)队
舆论战机构
法律战机构
网络心理战分队
机动广播队
网络宣传站
记者接待站
电视台
军事审判机构
起义投诚人员接待站
俘虏管理所
心理进攻
心理防御
宣传品投撒区域
违规采访
违法作战
闹事区
难民涌入
难民收容站
滞留人群区
群范围
钳击-双箭头
连指挥观察所
教导员
副营长
营长
排指挥观察所
摩托化步兵行军纵队_旗
指挥所_旗面翻转
坦克行军纵队_旗
搭乘步兵的坦克行军纵队
搭乘步兵的坦克行军纵队_旗
通信光缆线路
被覆电缆线路
对空掩护走廊
网状阵地
部队占领(集结)地域_折线面
混合空降场
联合海上布雷区
点符号
折线
矩形
闭合曲线
扇形
注记
仿真符号
图片点符号
曲线
斜矩形
圆
弦
分散注记
线段
圆弧
多边形
椭圆
三角形
引出注记
民兵营指挥观察所
民兵排指挥观察所
预备役连指挥观察所
预备役营指挥观察所
民兵连长
民兵步哨
民兵潜伏哨
民兵医疗救护站
民兵集中点
兵员接收站
预备役人员集中点
民兵医疗救护组
民兵部(分)队
民兵侦察组
民兵油料供应站
民兵食品供应站
民兵武器装备配发点
地方加油站
民兵集合点
预备役人员集合点
人民防空
人民防空基本指挥所
人民防空专业队指挥所
人民防空观察所
人民防空专业队
机动处置群(队)
预备役应急分队
民兵应急分队
地震救援队
抗洪抢险队
核生化救援队
交通抢险队
警报控制中心
防空警报器音响范围
重要防护目标
一类重要防护目标
二类重要防护目标
三类重要防护目标
四类重要防护目标
人民防空重点城市
人民防空一级重点城市
人民防空二级重点城市
人民防空三级重点城市
地下指挥工程
防空地下室
人民防空工事出入口
人民防空专用工程
人民防空疏散行动
人民防空专业队展开地区
人民防空队伍集结(配置)地域
灾害区
民兵心理战部(分)队
地方医院
仓库
医院
军需保障队
民兵喊话器
空中输送
铁路输送
公路输送
水路输送
直升机空中输送
预备役应急分队
民兵袭击分队
民兵先遣部(分)队
民兵掩护部(分)队
民兵观察哨
民兵核生化观察哨
民兵观察所
地方宣传品投撒区域
民兵宣传品
民兵传单
民兵指挥观察所
动员联合指挥所
动员预备指挥所
民兵连指挥观察所
动员基本指挥所
专项指挥机构
广播宣传车
加油站
地方加油站
铁路列车
民营铁路列车
铁路车辆
民营铁路车辆
汽车_左
汽车_右
地方油罐
情报站
长途台
电话自动交换站
通信值班室
民兵线路维护哨
地方通信光缆线路
地方通信电缆线路
网络控制中心
信息防护中心
网络目标
指挥信息系统网络信息中心
网络关键点
网络战系统
网络侦查系统
网络攻击系统
网络防护系统
跳板机
电磁频谱管理控制中心
电磁频谱监测控制中心
电磁频谱探测控制中心
动员短波频谱监测站
数据链地面站
集中发信台
集中收信台
地方通信车
地方运油(加油)车
民用机场
民转军机场
民用码头
正在修建或未修复的道路
道路破坏地段
桥梁破坏地段
迂回道路
加修道路
过水路面
地方输送管线
地方（民兵）炊事车
民兵工程装备保障车
地方救护车
地方水罐(囊)
民兵船
民用船只
伴随保障
定点保障
交替保障
公路飞机跑道
民兵应急分队
民兵穿插部(分)队
前进中的民兵穿插排
前进中的民兵穿插分队
民兵工程兵预备队
民兵防化兵预备队
民兵通信兵预备队
前进中的民兵战斗预备队
民兵炮兵预备队
民兵反坦克预备队
民兵电子对抗兵预备队
民兵装甲兵预备队
民兵运动保障队
民兵收容队
民兵喷火分队
民兵发烟分队
民兵防化兵部(分) 队
民兵修理所
民兵洗消站
地方救护（卫生）车
地方汽车_左
地方汽车_右
地方运油(加油)车
地方加油站
民兵工程设障队
民兵工程破障队
地方（民兵）炊事车
民兵电磁频谱监测站
地方无人侦察机设备站
地方帐篷
地方野战站台车
地方工程装备保障车
地方码头
栏障
驱散闹事人群
防暴弹突击目标
地方野战给水站
社会治安管制队
管制部（分）队
抢险抢修专业队
消防专业队
治安专业队
运输专业队
伪装专业队
物资保障专业队
空中设障专业队
信息防护专业队
心理防护专业队
人防物资储备工程（库）
人防地下油库
人防粮食储备工程（库）
民兵机动部(分)队
拒马
警戒线
地下医院
地下停车场
地下修械所
地下专业队集结工程
地下疏散干道工程
人民防空工事通风口
人防掩蔽部
人防物资掩蔽部
次生火灾源
震区
地方机械设备厂
地方电子仪器厂
地方机电设备厂
地方车辆修理厂
地方船舶修理厂
地方飞机修理厂
军地通用修理厂
新材料研发基地
新能源基地
新技术孵化基地
装备技术保障队
疫情区域
弧焊机器人
真空（洁净）机器人
全自主编程智能机器人
人机协作机器人
双臂机器人
重载AGV机器人
医疗机器人
机器人
水灾区域
震源（深度）
民兵舆论战机构
民兵固定广播发射系统
民兵网络宣传站
地方电视台
地方记者接待站
民兵（地方）法律战机构
民兵网络心理战分队
民兵网络心理战系统
民兵俘虏管理所
民兵心理进攻
民兵心理防御
民兵机动广播队
卫生铁路列车
前后送道路
民兵连长
副排长
预备役指挥观察所
预备役营指挥观察所
预备役连指挥观察所
预备役排指挥观察所
民兵指挥观察所
民兵排指挥观察所
民兵连指挥观察所
民兵营指挥观察所
特种分队
通信分队
电子对抗分队
钳击-多箭头
细长进攻方向(单点确定箭尾)
步兵战车引导步兵冲击的进攻队形
行动箭头
细长进攻方向(两点确定箭尾)
战区基本指挥所
战区联合基本指挥所
战区后方指挥所
战区预备指挥所
单向单曲线箭头
单向单折线箭头
双向单曲线箭头
双向单折线箭头
飞行走廊
核动力潜艇弹道导弹攻击
救生艇
指挥所-级别
指挥观察所
部分队
空中巡逻线
登陆舰
单向走廊
疏开队形
连长
坦克分队指挥车
展开地域
圆形阵地、组
矩形阵地
运动的部分队
中国人民防空
中国地震救援队
中国红十字会
侦察兵
党政机关
国际救援队 
国际民防组织
工程兵
心理战兵
技术侦察兵
指挥机关
救援医疗队
救援部队
机要
步兵
武装警察部队
民兵
海军
海军陆战队
消防队
炮兵
特种兵
电子对抗兵
科研院所
空军
空降兵
第二炮兵
红十字会
航天力量
装甲兵
通信兵
防化兵
防空兵
陆军
陆军航空兵
雷达兵
预备役部队
人造卫星
仓库
信息中心
军用侦察卫星
军用港口
勤务船
卫星地球站
地空导弹
坦克
导弹基地
弹药库
强击机
技侦阵地
救护车
无人机
机动式卫星地面站
机动式指挥所
核武器库
核生化器材库
步兵战车
武器制造厂
武装直升机
歼击机
水面舰艇
汽车
海军基地
海岸炮
消防车
潜艇
潜艇伏击阵地
火炮
登陆艇
直升机
直升机停机坪
空中加油机
空军基地
自行火炮
航空母舰
装甲输送车
轰炸机
轰炸机机场
边境哨所
运输机
运输机机场
近程导弹
远程导弹
通信中心
野战医院
雷达
雷达站
预警机
高射炮
化工厂
变电所
商港
工业设施
有色金属加工厂
核电厂
桥梁
民用机场
民用码头
水利工程
水厂
水电厂
油气田
海上平台
火电厂
炼油厂
电力枢纽
电子工业设施
电视台
能源设施
通信枢纽
造修船厂
钢铁厂
铁路枢纽
隧道
飞机造修厂
冰雹
台风
地震灾区
堰塞湖
大雾
应急医疗站
应急宿棚区
应急指挥区
应急水井
应急疏散区
应急食物发放点
应急饮水发放点
感染区
救援物资停车场
救援物资发放点
暴雨
核爆炸地点
毒气区
水灾区
沙尘暴
滑坡地段
火灾区
炸点
视频监控区
辐射区
道路结冰
避难所
震中点
霜冻
驱逐舰舰炮攻击
通道
指挥所-填充
通用船舶
兵员交接点
军需集中点
安全警戒队
物资交接点
物资器材集中点
装备维修站
通信保障车
供应站
军械保障队
冶金储备基地
发电站
器材库
地方救护所
基地
帐篷捐献点
弹药保障队
弹药储备基地
弹药库
技术储备基地
无人机企业
服装厂
武器实验基地
油料库
燃料储备基地
物资储备基地
物资器材队
电力储备基地
粮食库
综合保障站
药材库
资金借贷点
金融中心
银行
饮食站
黄金储备库
工厂
税务机构
地方修理车
地方车辆集结地域
民兵船运队
民兵道桥抢修队
民兵铁路抢修队
民航运输队
民营倒运区域
民营公路抢修队
民营卸载地域
民营汽车运输队
民营装载地域
地方前后送道路
信息防护中心
光缆抢修队
电缆护线队
被覆盖线抢修队
地方被覆线线路
临时休息点
人防专用工程
人防人员掩蔽部
人防地下人员隐蔽工程
公路抢修专业队
医疗救护专业队
地下发电室
地下工厂
引偏诱爆专业队
桥梁抢修专业队
水路抢修专业队
煤气管路抢修专业队
电路抢修专业队
疏散人员接收点
疏散人员集结地点
疏散（配置、集结）地域
短洞
输油管路抢修专业队
通信专业队
铁路抢修专业队
防化防疫专业队
民兵铁路抢修队
目标突击
地方饮食车
民兵营指挥观察所
侦测分队
后方保障群
守卫分队
对空封控队
封控保障队
封控分队
应急救援船
情报信息侦察队
抓捕分队
撒网设障船
机动封控队
海上拦阻驱离船
海上搜救船
海上游弋船
海上监视船
海上维修船
海上舆情船
海上补给船
海上设障船
清障分队
火力支援队
突击分队
综合保障船
联合执法船
舆论宣传队
装备保障群
阻截分队
交通管制队
人口疏散队
人员抢救队
会晤站
伪装防护队
兵力支援队
医疗保障队
医疗救护队
工程保障队
应急抢险队
弹药保障队
弹药转运队
情报侦察队
战场勤务队
无人机巡逻队
机场跑道抢修队
桥梁架设队
气象水文保障队
油料补给队
海上侦察队
海上封控
海上支援队
海上救护分队
海上机动修理队
海上管制
海防战备执勤队
火力支援队
灾害消除队
物资保障队
物资补给队
物资运输队
生活保障队
空飘雷
给水保障站
综合保障队
网络防护队
联合搜救队
装备抢修队
装备维修队
越境人员
通信保障队
道路抢修队
难民收容站
防暴弹突击目标
疏散行动控制线
徒步开进纵队
民兵野战卫星传播车
地方广播站
装备、物资征用(集)区
兵员征用(集)区
动员集结地域
哨所
控制区域
封控区域
战场遮断区
联合炮火遮断区
空中遮断区
直升机火力遮断区
舰艇编队
舰船活动区域
歼击机活动区域
轰炸机活动区域
仓库
分式注记
中远程轰炸机
通信直升机
攻击机
海军歼击机
无人侦察机
侦察直升机
加油运输机
导弹巡洋舰
导弹驱逐舰
测勤船
两栖船坞运输舰
两栖指挥舰
加油船
堑壕_点
混合地雷场_点
地空导弹营阵地_点
地空导弹营阵地
炮兵群折线阵地
坦克支撑点
步兵战车支撑点
装甲运输车与坦克支撑点
坦克支撑点
支撑点
反坦克阵地
歼击地区
伏击地区
步兵疏开队形
步兵战车疏开队形
装甲输送车配属坦克疏开队形
步兵进攻队形
坦克进攻队形
步兵战车与坦克进攻队形
坦克引导步兵冲击的进攻队形
步兵战车引导步兵冲击的进攻队形
步兵战车和坦克以火力支援步兵冲击的进攻队形
穿插行动
袭击行动
战术迂回行动
集中射击
密集射击
后勤保障分队
装备保障分队
油料保障组
支撑点
联合作战前进指挥所
联合作战后方指挥所
海上巡逻线
部队占领(集结)地域_点
空降场_点
混合空降场_点
防空兵群阵地_点
有电磁防护器材的阵地_点
反空降地域_点
反机降地域_点
群阵地
部队配置地域
联合部队
预备役部队
民兵部队
区域线
直升机行动折线区域
直升机机降折线区域
直升机起降场折线区域
进攻队形
海上待机点
要点
机动部分队
联合进攻箭头
支撑点
要点
支撑点
炮火禁射区
舰船编队
航母编队
核动力航母编队
